Nro,Nombre,Director,Niveles,Dependencia,Orientacion,Direccion,Region,Comuna,Telefono,Pagina
203,ESCUELA PABLO NERUDA,ALEJANDRO ARTURO DE LA FUENTE CLIFF,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CARRERA S/N,De Antofagasta,Tocopilla,426417,
204,ESCUELA L.GRAL.BERNARDO O´HIGGINS R.,FRESIA ESMERALDA CORTÉS HERNÁNDEZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,AVENIDA 18 DE SEPTIEMBRE 2850,De Antofagasta,Tocopilla,426433,
205,ESCUELA ARTURO PRAT CHACON,EDITH DEL CARMEN VARAS PIZARRO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,AVENIDA 18 DE SEPTIEMBRE 2284,De Antofagasta,Tocopilla,426401,Sin información
206,ESCUELA ESTADOS UNIDOS DE NORTEAMERICA,GLORIA GUADALUPE ROJAS GONZÁLEZ,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,CORBETA COVADONGA 0460,De Antofagasta,Tocopilla,2426463,
208,COLEGIO BICENTENARIO SAGRADA FAMILIA,MARIO AGUSTÍN ROJAS MARTÍNEZ,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,SERRANO 1156 S/N,De Antofagasta,Tocopilla,2857396,
210,ESCUELA ARTURO PEREZ CANTO,NELSON ALEJANDRO MADRID MÁRQUEZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,TEMUCO S/N,De Antofagasta,María Elena,22892215,Sin información
211,LICEO H.C. T.P. MARIA ELENA,ANA MARÍA CABRERA MUÑOZ,I Medio - IV Medio,Público,I Medio - IV Medio,AVENIDA PEDRO DE VALDIVIA S/N S/N,De Antofagasta,María Elena,2892214,Sin información
214,ESCUELA IGNACIO CARRERA PINTO,MANUEL FÉLIX CORTÉS SIERRA,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,LA ESCUELA 45,De Antofagasta,María Elena,55891132,Sin información
217,LICEO BICENTENARIO LUIS CRUZ MARTINEZ,ROLANDO RICARDO MORALES BORCOSQUE,8º Básico - IV Medio,Público,8º Básico - IV Medio,LATORRE 2550,De Antofagasta,Calama,2927518,
218,LICEO FRANCISCO DE AGUIRRE,EDUARDO SEBASTIÁN SOTO DONOSO,I Medio - IV Medio,Público,I Medio - IV Medio,ANIBAL PINTO 2278,De Antofagasta,Calama,2927516,
219,LICEO BICENTENARIO POLITECNICO CESAREO AGUIRRE GOYENECHEA,MARISOL DEL ROSARIO CASAS VARGAS,I Medio - IV Medio,Público,I Medio - IV Medio,AVDA MATTA 2045 2045,De Antofagasta,Calama,2341508,Sin información
220,LICEO MINERO AMÉRICA,RICARDO ANTONIO MALDONADO RIESCO,I Medio - IV Medio,Público,I Medio - IV Medio,RIQUELME VILLA AYQUINA 4050,De Antofagasta,Calama,927520,
223,ESCUELA CLAUDIO ARRAU,VERÓNICA XIMENA SUERO ROJAS,1º Básico - 8º Básico,Público,1º Básico - 8º Básico,LATORRE 3150,De Antofagasta,Calama,2927536,
224,ESCUELA GRECIA,ABELARDO TORRES ALFARO,1º Básico - 8º Básico,Público,1º Básico - 8º Básico,AVDA. GRECIA 2128,De Antofagasta,Calama,2341863,
225,ESCUELA REPUBLICA DE BOLIVIA,GLADYS LUZ MORENO MORENO,1º Básico - 8º Básico,Público,1º Básico - 8º Básico,SOTOMAYOR CENTRO 2254,De Antofagasta,Calama,2342494,
226,ESCUELA BASICA EMILIO SOTOMAYOR,GLORIA ALEJANDRA AGUILERA REYES,1º Básico - 8º Básico,Público,1º Básico - 8º Básico,LIMON VERDE 4073 VILLA AYQUINA 4073,De Antofagasta,Calama,2927535,
227,ESCUELA BASICA PRESIDENTE BALMACEDA,LEONARDO DEL ROSARIO OLGUÍN BARRERA,1º Básico - 8º Básico,Público,1º Básico - 8º Básico,AVENIDA BALMACEDA 2054,De Antofagasta,Calama,2865886,
228,ESCUELA BASICA VADO DE TOPATER,PEDRO JESÚS LEIVA NOVOA,1º Básico - 8º Básico,Público,1º Básico - 8º Básico,AVENIDA GRECIA 573 VILLA CASPANA CALAMA S/N,De Antofagasta,Calama,2341186,Sin información
229,ESCUELA REPUBLICA DE CHILE,ÁLVARO GONZALO VILLARROEL NAVARRO,1º Básico - 8º Básico,Público,1º Básico - 8º Básico,CALLE EL LITIO VILLA LOS YACIMIENTOS 4263,De Antofagasta,Calama,2339750,Sin información
230,ESCUELA BASICA ANDRES BELLO,DANIEL ARMANDO MAYA ROJAS,1º Básico - 8º Básico,Público,1º Básico - 8º Básico,LOS CHAÑARES VILLA LOS PIMIENTOS 1297,De Antofagasta,Calama,2927531,Sin información
231,ESCUELA BASICA JOHN FITZGERALD KENNEDY,MARIO FRANCISCO VILLALOBOS VERGARA,1º Básico - 8º Básico,Público,1º Básico - 8º Básico,AVDA CHORRILLOS 1391 S/N,De Antofagasta,Calama,340708,Sin información
232,ESCUELA BASICA PEDRO VERGARA KELLER,FUNDADOR SEGUNDO BUSTOS PEREIRA,1º Básico - 8º Básico,Público,1º Básico - 8º Básico,GUATEMALA 3686,De Antofagasta,Calama,2710003,Sin información
239,ESCUELA BASICA 21 DE MAYO,ALIRO OSVALDO SANTANDER MATURANA,1º Básico - 8º Básico,Público,1º Básico - 8º Básico,COLOMBIA 2926,De Antofagasta,Calama,2927529,
240,ESCUELA BASICA REPUBLICA DE FRANCIA,INÉS LIBERTAD CRUZ RIVERA,1º Básico - 8º Básico,Público,1º Básico - 8º Básico,PEINE VILLA CASPANA 782,De Antofagasta,Calama,865896,Sin información
243,ESCUELA BASICA PUKARA,MARGARITA VITERMINIA JAQUE ACEVEDO,1º Básico - 7º Básico,Público,1º Básico - 7º Básico,PUKARA S/N S/N,De Antofagasta,Calama,2711841,Sin información
246,ESCUELA BASICA SENORA DE LA CANDELARIA,MÓNICA PATRICIA MEZA RUIZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,OHIGGINS 133,De Antofagasta,Calama,56990340,Sin información
248,ESCUELA BASICA SAN JOSE,ANA LUISA CHOQUE CHOQUE,1º Básico - 7º Básico,Público,1º Básico - 7º Básico,`BERNARDO O``HIGGINS 9` 9,De Antofagasta,Calama,711840,Sin información
252,ESCUELA BASICA SAN FRANCISCO,NIEVES ANGÉLICA MARÍN CORTÉS,1º Básico - 8º Básico,Público,1º Básico - 8º Básico,CALLE ESCUELA 948 PUEBLO DE CHIU CHIU S/N,De Antofagasta,Calama,56990526,Sin información
253,COLEGIO ADVENTISTA DE CALAMA,JUAN CARLOS DÍAZ COSTA,Kinder - IV Medio,Particular subvencionado,Kinder - IV Medio,ABAROA 1490,De Antofagasta,Calama,2894391,
254,FUNDACION EDUCACIONAL COLEGIO NUESTRA SEÑORA DE AYQUINA,JOHNNY LUIS ASCENCIO ARCE,1º Básico - IV Medio,Particular subvencionado,1º Básico - IV Medio,ELEUTERIO RAMIREZ 2188,De Antofagasta,Calama,2341044,
255,COLEGIO EJERCITO DE SALVACION,SONIA LAURA PINTADO ROJAS,Kinder - IV Medio,Particular subvencionado,Kinder - IV Medio,ANIBAL PINTO 2121,De Antofagasta,Calama,2311216,
256,INSTITUTO OBISPO SILVA LEZAETA,ALEJANDRA DEL PILAR ZAMORA FONTALBA,1º Básico - IV Medio,Particular subvencionado,1º Básico - IV Medio,AVENIDA BERNARDO O`HIGGINS 1256,De Antofagasta,Calama,2650300,
268,ESC. BASICA RURAL SAN ANTONIO DE PADUA,NIDIA MARGARITA CARVAJAL VILLALOBOS,1º Básico - III Medio,Público,1º Básico - III Medio,ANTOFAGASTA S/N S/N,De Antofagasta,Ollagüe,410605,Sin información
269,ESCUELA BASICA SAN PEDRO DE ATACAMA,LORETO ALEJANDRA GARCÍA VENEGAS,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,IGNACIO CARRERA PINTO 500,De Antofagasta,San Pedro De Atacama,2426080,Sin información
270,COMPLEJO EDUCACIONAL TOCONAO,CRISTINA DEL PILAR LEIVA FUENTES,Pre-Kinder - IV Medio,Público,Pre-Kinder - IV Medio,ATACAMA 371,De Antofagasta,San Pedro De Atacama,852022,Sin información
271,ESCUELA BASICA CAMAR,MIGUEL ANGEL INZUNZA PHILIPS,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,AVENIDA BERNARDO OHIGGINS CAMAR S/N,De Antofagasta,San Pedro De Atacama,569207,Sin información
273,ESCUELA BASICA SOLOR,MARÍA TERESA GARCÍA NÚÑEZ,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,AYLLU DE SOLOR SAN PEDRO DE ATACAMA S/N,De Antofagasta,San Pedro De Atacama,569207,Sin información
274,ESCUELA BASICA SAN ROQUE,PRISCILLA DEL PILAR DURÁN BEIZA,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,LA TORRE S/N S/N,De Antofagasta,San Pedro De Atacama,62501996,
275,ESCUELA BASICA ANDINA,ISABEL LUISA TITO COLQUE,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,"AVDA. CORAN S/N, PUEBLO DE RIO GRANDE S/N",De Antofagasta,San Pedro De Atacama,98048638,Sin información
276,ESCUELA BASICA TALABRE,ZANDRA DEL ROSARIO CHÁVEZ HERRERA,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,TALABRE S/N S/N,De Antofagasta,San Pedro De Atacama,2782503,Sin información
277,ESCUELA BASICA SAN BARTOLOME,RENÉ ARMANDO REYES HIGUERAS,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,COLOSO S/N S/N,De Antofagasta,San Pedro De Atacama,2569207,Sin información
279,LICEO INDUSTRIAL EULOGIO GORDO MONEO,JUAN ALBERTO HERRERA VEAS,I Medio - IV Medio,Público,I Medio - IV Medio,PASAJE PLACILLA 485,De Antofagasta,Antofagasta,231189,
280,LICEO COMERCIAL JERARDO MUNOZ CAMPOS,KAREN CECILIA CÁCERES JOFRÉ,7º Básico - IV Medio,Público,7º Básico - IV Medio,MANUEL ANTONIO MATTA 2176,De Antofagasta,Antofagasta,2986942,
283,LICEO TECNICO ANTOFAGASTA,BORIS MILENKO GARCÍA ROSALES,I Medio - IV Medio,Público,I Medio - IV Medio,21 DE MAYO 409 S/N,De Antofagasta,Antofagasta,264216,
284,LICEO DE HOMBRES DE ANTOFAGASTA MARIO BAHAMONDE SILVA,SERGIO GASTÓN ÁLVAREZ ROJAS,Pre-Kinder - IV Medio,Público,Pre-Kinder - IV Medio,J.SANTOS OSSA 2168 2168,De Antofagasta,Antofagasta,2495739,
285,LICEO BICENTENARIO MARTA NAREA DIAZ,WILLIAMS BERNARDINO BUTLER PORTALES,Kinder - IV Medio,Público,Kinder - IV Medio,ORELLA 451,De Antofagasta,Antofagasta,2222850,
286,LICEO LA PORTADA,ELENA DEL PILAR PALACIOS MONTAÑA,I Medio - IV Medio,Público,I Medio - IV Medio,EL ROBLE 6850,De Antofagasta,Antofagasta,2231133,
287,LICEO DOMINGO HERRERA RIVERA,RAQUEL NOEMÍ CEA RODRÍGUEZ,7º Básico - IV Medio,Público,7º Básico - IV Medio,LLANQUIHUE 4350,De Antofagasta,Antofagasta,2264209,
288,ESCUELA JAPON,SILVIA JOSEFINA VEGA REVECO,1º Básico - 8º Básico,Público,1º Básico - 8º Básico,JUAN SEBASTIAN BACH 1315 1315,De Antofagasta,Antofagasta,553340029,Sin información
289,ESCUELA ESPANA,CECILIA ESTHER RAMÍREZ DÍAZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,VICUNA 1105,De Antofagasta,Antofagasta,2232013,
291,ESCUELA PADRE GUSTAVO LE PAIGE DE WALQUE,ALFREDO DEMETRIO MUÑOZ VEGA,Kinder - 8º Básico,Público,Kinder - 8º Básico,VICUÑA 700,De Antofagasta,Antofagasta,231962,
292,ESCUELA REPUBLICA DE ITALIA,JULIA CECILIA TORO ARAYA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CHILOE 4654 POB. PABLO KRUGEER 4654,De Antofagasta,Antofagasta,260550,
293,ESCUELA JOSE PAPIC RADNIC,MARCO ANTONIO JIL CISTERNAS,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,HUAMACHUCO 8055,De Antofagasta,Antofagasta,231025,
294,ESCUELA PROFESORA LJUBICA DOMIC WUTH,HERMINIA EMMA MAMANI SALAZAR,1º Básico - 8º Básico,Público,1º Básico - 8º Básico,ORELLA 680,De Antofagasta,Antofagasta,2263392,
296,ESCUELA REPUBLICA DE LOS ESTADOS UNIDOS,DIANA PATRICIA MORENO PASTENES,Kinder - 8º Básico,Público,Kinder - 8º Básico,21 DE MAYO S/N,De Antofagasta,Antofagasta,2264286,
297,ESCUELA ALCALDE MAXIMILIANO POBLETE,ELVIRA DEL CARMEN SOTO RODRÍGUEZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,AVENIDA ARGENTINA 1595,De Antofagasta,Antofagasta,2269320,Sin información
298,ESCUELA DARIO SALAS DIAZ,VÍCTOR NIBALDO ACUÑA CAMUS,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,AV ARGENTINA 1555,De Antofagasta,Antofagasta,2779086,Sin información
301,ESCUELA ROMULO J. PENA MATURANA,CARLOS ARTURO GUERRA FATIGATTI,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,SOLIN JUICA 3194,De Antofagasta,Antofagasta,2284939,Sin información
302,ESCUELA JUAN LOPEZ,JAVIER EDUARDO ALTAMIRANO CASTILLO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,COLO COLO 1955,De Antofagasta,Antofagasta,2223494,Sin información
303,ESCUELA REPUBLICA ARGENTINA,JENNY JUDITH YÉVENES TOLEDO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,ARICA 286,De Antofagasta,Antofagasta,2268584,
304,LICEO BICENTENARIO ANDRÉS SABELLA,SANDRA IRENE HIDALGO FUENZALIDA,Pre-Kinder - IV Medio,Público,Pre-Kinder - IV Medio,BLUMELL 0264 PLAYA BLANCA 0264,De Antofagasta,Antofagasta,242324,Sin información
305,ESCUELA HUMBERTO GONZALEZ ECHEGOYEN,CLAUDIA XIMENA ILLESCA ANDRADE,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,SGTO. MANUEL SILVA 661,De Antofagasta,Antofagasta,231681,
306,ESCUELA HUANCHACA,CIRO FELIPE MILLÁN MENESES,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,HUANCHACA 425,De Antofagasta,Antofagasta,2268936,
310,ESCUELA CLAUDIO MATTE PEREZ,ROXANA YANITZA ARNAO SALLES,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,LLANQUIHUE 3748,De Antofagasta,Antofagasta,268819,Sin información
312,ESCUELA ECUADOR,MARCELO PATRICIO CAÑAS SILVA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,BELLAVISTA 3957,De Antofagasta,Antofagasta,2268716,Sin información
313,ESCUELA ARTURO PRAT,ROSA ELVIRA ARÉVALO ZEPEDA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,EL ROBLE POB. LIBERTAD 6952,De Antofagasta,Antofagasta,2760653,
315,ESCUELA HEROES DE LA CONCEPCION,XIMENA DEL ROSARIO PÉREZ OYANADER,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CALBUCO 5031,De Antofagasta,Antofagasta,2546653,
316,ESCUELA LAS AMERICAS PROFESOR JUSTO VALLADARES ORELLANA,SABBAS HERMANN SPATARIS VEGA,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,PEDRO AGUIRRE CERDA 7133,De Antofagasta,Antofagasta,2231301,Sin información
317,ESCUELA LAS ROCAS,LORENA ROXANA ROJAS BERENGUELA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,LOS NARANJOS 49,De Antofagasta,Antofagasta,,Sin información
318,ESCUELA EDDA CUNEO DONNAGIO,RESFFA DEL CARMEN HERNÁNDEZ URRUTIA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,BASE AÉREA CERRO MORENO ANTOFAGASTA S/N S/N,De Antofagasta,Antofagasta,2886306,Sin información
319,ESCUELA LA BANDERA,JUAN LUIS MORENO PERALTA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,AVDA BONILLA 7648,De Antofagasta,Antofagasta,2932313,Sin información
322,ESCUELA GENERAL MANUEL BAQUEDANO,XIMENA DEL CARMEN JOO PLAZA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,PISAGUA 741,De Antofagasta,Antofagasta,451025,Sin información
324,ESCUELA FUNDACION MINERA ESCONDIDA,RUDITH DEL CARMEN ESQUIVEL LEDESMA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,SAGASCA N° 1510 POB. PEDRO AGUIRRE CERDA S/N,De Antofagasta,Antofagasta,483060,
326,ESCUELA SANTIAGO AMENGUAL B.,MÓNICA ALEJANDRA BECERRA RIVAS,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,"PASAJE A, VILLA LAS CONDES S/N",De Antofagasta,Antofagasta,231977,
329,LICEO BICENTENARIO INSTITUTO JOSÉ MAZA SANCHO,VILMA MALVINA TAPIA PIZARRO,Pre-Kinder - IV Medio,Público,Pre-Kinder - IV Medio,AVENIDA ARGENTINA 02050,De Antofagasta,Antofagasta,2242172,
332,ESCUELA GABRIELA MISTRAL,NIEVE ISABEL AGUILERA DÍAZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,JUAN GUTEMBERG 1015 POBLACION BALMACEDA 1015,De Antofagasta,Antofagasta,2232787,
335,COLEGIO MISIONERO JOSE LANCASTER,ELÍAS VICENTE LEIVA ORTIZ,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,AV. PADRE ALBERTO HURTADO 2380,De Antofagasta,Antofagasta,2227038,
336,LICEO EXPERIMENTAL ARTISTICO-APLICACION,LUIS ALEJANDRO CORTÉS ALFARO,1º Básico - IV Medio,Particular subvencionado,1º Básico - IV Medio,COQUIMBO 827,De Antofagasta,Antofagasta,2516400,
337,COLEGIO SANTA TERESITA,ARMANDO FLORENCIO CORREA AGUILLÓN,1º Básico - IV Medio,Particular subvencionado,1º Básico - IV Medio,SIMON BOLIVAR 1038,De Antofagasta,Antofagasta,2552500,
341,COLEGIO ADVENTISTA DE ANTOFAGASTA,DAVID OMAR FÁBREGA TAPIA,1º Básico - IV Medio,Particular subvencionado,1º Básico - IV Medio,BELLAVISTA 4137,De Antofagasta,Antofagasta,2268736,
342,COLEGIO INGLES SAN JOSE,MANUEL LEONARDO CAMPAÑA MORTTON,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,GALLEGUILLOS LORCA 999,De Antofagasta,Antofagasta,2770077,
343,ESCUELA PRESBITERIANA,NELSON LUIS OLGUÍN CABEZAS,Kinder - 8º Básico,Particular subvencionado,Kinder - 8º Básico,URIBE 1070 S/N,De Antofagasta,Antofagasta,251039,
344,COLEGIO SANTA EMILIA,GONZALO ENRIQUE TEJADA GONZÁLEZ,Kinder - IV Medio,Particular subvencionado,Kinder - IV Medio,SGTO. MANUEL SILVA 1014,De Antofagasta,Antofagasta,2295065,
350,COLEGIO LIDIA MORENO,FERNANDO SEGUNDO ZULETA GAJARDO,1º Básico - IV Medio,Particular subvencionado,1º Básico - IV Medio,21 DE MAYO 1060 S/N,De Antofagasta,Antofagasta,433704,
356,COLEGIO CORAZON DE MARIA,MELANY LORENA OCARANZA VILLALOBOS,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,COPIAPO 1125,De Antofagasta,Antofagasta,490698,
365,COLEGIO EAGLE SCHOOL,ROCÍO MONSERRAT EAGLEHURST GONZÁLEZ,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,MANUEL ANTONIO MATTA 2966,De Antofagasta,Antofagasta,2468600,
367,COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT,LORENZO ERNESTO ROJAS TABILO,Pre-Kinder - IV Medio,Público,Pre-Kinder - IV Medio,SERRANO 1000,De Antofagasta,Mejillones,2685427,Sin información
368,ESCUELA BASICA JULIA HERRERA VARAS,JUAN CARLOS GUERRA CERECEDA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,BERNARDO OHIGGINS 555,De Antofagasta,Mejillones,2685463,
369,ESCUELA LUCILA GODOY ALCAYAGA,JORGE ANTONIO RODRÍGUEZ CARRIZO,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,THOMPSON 250 MICHILLA S/N,De Antofagasta,Mejillones,2685400,Sin información
370,ESCUELA ESTACION BAQUEDANO,DENISSE GRISSELL MAUREIRA CASTILLO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,AVENIDA SALVADOR ALLENDE 118,De Antofagasta,Sierra Gorda,2641926,Sin información
371,ESCUELA CARACOLES,JORGE LUIS COVILI ARCE,Pre-Kinder - IV Medio,Público,Pre-Kinder - IV Medio,EDUARDO FREI 256,De Antofagasta,Sierra Gorda,343222,
372,LICEO POLITECNICO JOSE MIGUEL QUIROZ,JAIME ANDRÉS HIDALGO GAJARDO,7º Básico - IV Medio,Público,7º Básico - IV Medio,AVENIDA MATTA 1759,De Antofagasta,Taltal,2611140,Sin información
373,LICEO JUAN CORTES-MONROY CORTES,TATIANA ELENA RETAMAL SOLÍS,7º Básico - IV Medio,Público,7º Básico - IV Medio,AVENIDA ARTURO PRAT 652,De Antofagasta,Taltal,2611043,
374,ESCUELA HOGAR VICTORIANO QUINTEROS SOTO,SANDRA ORIANA MIRANDA ASENJO,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,RIQUELME 837 837,De Antofagasta,Taltal,2611069,Sin información
375,ESCUELA VICTOR CARVAJAL MEZA,ROSS MARIE ARLETTE DÍAZ TABILO,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,ESMERALDA 596,De Antofagasta,Taltal,2612464,Sin información
377,ESCUELA PARANAL,YOVANA VALERIA CASTILLO CASTILLO,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,CAMINO COSTERO KM. 54 S/N,De Antofagasta,Taltal,2611135,Sin información
379,LICEO FEDERICO VARELA,FANCY DELIA ARAYA DÍAZ,I Medio - IV Medio,Público,I Medio - IV Medio,ZULETA 221,De Atacama,Chañaral,2480230,
380,ESCUELA BÁSICA DIEGO PORTALES PALAZUELOS,RUTH DEBORA CARRIZO PEÑA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CARLOS CONDELL 858,De Atacama,Chañaral,2508302,
381,ESCUELA BÁSICA PEDRO LUJAN,VÍCTOR ERALDO FLORES ROJAS,Kinder - 8º Básico,Público,Kinder - 8º Básico,GABRIELA MISTRAL 100 5144,De Atacama,Chañaral,,Sin información
382,"ESCUELA GASPAR CABRALES, ARTÍSTICA Y DEPORTIVA",JUDITH JACQUELINE ORREGO GALLEGUILLOS,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,GABRIELA MISTRAL 622,De Atacama,Chañaral,2489038,Sin información
384,LICEO BICENTENARIO MANUEL MAGALHAES MEDLING,ALAN ARIEL ALQUINTA DONDERS,I Medio - IV Medio,Público,I Medio - IV Medio,0RIENTE 2 703,De Atacama,Diego De Almagro,2449652,
386,ESCUELA ALIRO LAMAS CASTILLO,JUAN DOMINGO ARCE RIQUELME,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,AVDA. DIEGO DE ALMAGRO 302,De Atacama,Diego De Almagro,2441014,
387,ESCUELA BÁSICA EMPERATRIZ SEPÚLVEDA LANDEROS,JUAN FRANCISCO IRIBARREN POYANCO,1º Básico - 8º Básico,Público,1º Básico - 8º Básico,ARTURO PRAT 400,De Atacama,Diego De Almagro,93068014,
390,ESCUELA COEDUCACIONAL PARTICULAR,RODRIGO EDUARDO PACHECO CONTRERAS,Pre-Kinder - 6º Básico,Particular subvencionado,Pre-Kinder - 6º Básico,AVDA.DIEGO PORTALES 1510,De Atacama,Diego De Almagro,2472550,
392,LICEO DIEGO DE ALMEIDA,JOSEFINA ANTONIETA YANSSEN RAMÍREZ,7º Básico - IV Medio,Particular subvencionado,7º Básico - IV Medio,AVDA POTRERILLOS SUR -EL SALVADOR 2508,De Atacama,Diego De Almagro,2472703,
396,INSTITUTO COMERCIAL ALEJANDRO RIVERA DÍAZ,PATRICIO ALBERTO VIVANCO NOZAWA,I Medio - IV Medio,Público,I Medio - IV Medio,LOS CARRERA 435,De Atacama,Copiapó,2231329,
399,LICEO JOSÉ ANTONIO CARVAJAL,VLADIMIR SERGIO LABBÉ LEDEZMA,I Medio - IV Medio,Público,I Medio - IV Medio,AV. CAMILO HENRIQUEZ Nº150. 150,De Atacama,Copiapó,,
400,LICEO BICENTENARIO MERCEDES FRITIS MACKENNEY,JIMMY GERMÁN DÍAZ CANTO,7º Básico - IV Medio,Público,7º Básico - IV Medio,AVENIDA HENRIQUEZ 589,De Atacama,Copiapó,244187,
401,ESCUELA BERNARDO O HIGGINS,MARÍA CRISTINA GUARDA LAGUE,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,PORTALES 599,De Atacama,Copiapó,2212372,Sin información
403,ESCUELA LAURA ROBLES SILVA,ALAMIRO SEGUNDO ÁVALOS CORTÉS,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CORCOVADO 1375,De Atacama,Copiapó,2225719,Sin información
405,ESCUELA LOS ESTANDARTES,YENNY DEL CARMEN ROJAS ALVAYAY,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,ALMIRANTE LATORRE S/N S/N,De Atacama,Copiapó,2221120,
406,ESCUELA VICENTE SEPÚLVEDA ROJO,JUAN EDGARDO ESPINOZA PEREIRA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,EUSEBIO LILLO 997 S/N,De Atacama,Copiapó,2218793,
407,ESCUELA JESÚS FERNÁNDEZ HIDALGO,GERMÁN LORENZO VALDERRAMA PEÑA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,"CERRO BLANCO 323, POB. ROSARIO S/N",De Atacama,Copiapó,2349169,
408,ESCUELA PEDRO LEÓN GALLO,LORENA CECILIA BARAHONA ORMEÑO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,CALLE MIRAFLORES 860,De Atacama,Copiapó,2237267,
410,ESCUELA JOSÉ MANSO DE VELASCO,MARITZA XIMENA VIZCARRA ERAZO,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,MANSO DE VELASCO. PEDRO LEÓN GALLO 1046,De Atacama,Copiapó,2217305,
411,ESCUELA LAS CANTERAS,MAYLIN SILVANA FRITIS CÁDIZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,SECUNDINO PEREZ S/N POBLACION LAS CANTERAS. S/N,De Atacama,Copiapó,2213454,
413,ESCUELA LAS BRISAS,ERIKA DALILA LEIVA GUZMÁN,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,PASAJE FRESIA CARTAVIO 349,De Atacama,Copiapó,2217304,
416,ESCUELA ABRAHAM SEPÚLVEDA PIZARRO,JOHANNA LETICIA CISTERNAS RIVERA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,JUAN MARTINEZ 351,De Atacama,Copiapó,2240583,
