Nro,Nombre,Director,Niveles,Dependencia,Orientacion,Direccion,Region,Comuna,Telefono,Pagina
17903,SEBASTIAN SCHOOL,MARÍA FRANCISCA VERDUGO VIDAL,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,STA MARIA 415,De Ñuble,Chillán,248044,
17907,COLEGIO CREACIÓN CHILLÁN,IVONNE ANGÉLICA GODOY QUEZADA,1º Básico - IV Medio,Particular subvencionado,1º Básico - IV Medio,YERBAS BUENAS 253,De Ñuble,Chillán,2500050,
17908,COLEGIO BICENTENARIO PADRE ALBERTO HURTADO,DANIEL GUSTAVO ALMONTE PUENTES,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,AVDA. LIBERTAD 693,De Ñuble,Chillán,2589500,
17912,COLEGIO CREACIÓN CONCEPCIÓN,LUIS HERNÁN MARTÍNEZ CATALÁN,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,"ARTURO PEREZ CANTO, VILLA HUASCAR 902",Del Biobío,Concepción,3337684,
17915,COLEGIO POLIVALENTE DOMINGO PARRA CORVALAN,MARISEL PATRICIA MOLINA HERNÁNDEZ,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,"LOS NOTROS S/N, PARCELA 6, LAGUNILLAS 2 S/N",Del Biobío,Coronel,442939632,
17916,ESCUELA DAFNE ELVIRA ZAPATA ROZAS,JOVITA SOLEDAD SALDÍAS RIQUELME,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,SAN MARTIN 510,De Ñuble,Pemuco,2259563,
17918,COLEGIO SAINT GEORGE SCHOOL,JUAN JOSÉ INOSTROZA BELLO,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,AVDA. ORIENTE 1145,Del Biobío,Los Ángeles,2369943,
17920,COLEGIO HISPANO AMERICANO RIO VIEJO,BLANCA MARISOL ROMERO AITKEN,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,AVENIDA RIO VIEJO 858,De Ñuble,Chillán,2450320,
17924,ESCUELA NACIMIENTO DE NUESTRO SEÑOR,JUAN RAMÓN DONOSO GÓMEZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,VILLA ALEGRE 1415,Del Biobío,Nacimiento,2920165,Sin información
17930,ESCUELA EL LLANO,FILOMENA DEL CARMEN CASANOVA MORA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,O`HIGGINS 805,De Ñuble,Quirihue,2531025,
18002,ESCUELA JOSE FRANCISCO PINO MEDINA,LUIS ALFONSO ORTIZ FLORES,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,EXEQUIEL LARENAS 411,De Ñuble,Coelemu,510614,
18004,LICEO BICENTENARIO TÉCNICO PROFESIONAL ALONSO DE ERCILLA Y ZÚÑIGA,MARIO ALEXIS CONTRERAS CERÓN,I Medio - IV Medio,Público,I Medio - IV Medio,CAMINO A CAILLIN S/N SECTOR LA GRANJA S/N,Del Biobío,Cañete,3331480,Sin información
18006,ESCUELA ELISE MOTTART,LUIS ERNEL MEJÍAS CASANOVA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,ESMERALDA 134,De Ñuble,El Carmen,2661066,Sin información
18010,COLEGIO SAN FERNANDO CHILLÁN VIEJO,SALVATORI HUMBERTO FEDATTI COPPOLA PALACIOS,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,CALLE EL CABILDO 960,De Ñuble,Chillán Viejo,2269157,
18012,ESCUELA MARTA COLVIN ANDRADE,PEDRO ENRIQUE CLAUDIO CARVAJAL ACUÑA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,BAQUEDANO 1654,De Ñuble,Coihueco,2471056,Sin información
18014,ESCUELA BASICA LOS CONQUISTADORES,LEOPOLDO ROLANDO VALENCIA SILVA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,COCHRANE 40,Del Biobío,Penco,2456058,
18015,ESCUELA BASICA FORJADORES DE CHILE,CARLA ANDREA HERRERA QUIROZ,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,"POB. FORJADORES DE CHILE, CALLE EUSEBIO LILLO S/N PENCO S/N",Del Biobío,Penco,2450080,
18016,ESCUELA BASICA PUEBLO SECO,JUAN ALFONSO BASTÍAS MORALES,Pre-Kinder - 6º Básico,Público,Pre-Kinder - 6º Básico,"AVENIDA LAS VIOLETAS 573, PUEBLO SECO S/N",De Ñuble,San Ignacio,1975372,Sin información
18017,LICEO TÉCNICO PROFESIONAL VIOLETA PARRA SANDOVAL,JOSÉ RODRIGO SUAZO GODOY,Pre-Kinder - IV Medio,Público,Pre-Kinder - IV Medio,EL CANELO 1135,De Ñuble,San Carlos,2414201,
18021,ESCUELA DIEGO PORTALES PALAZUELOS,JAIME EDUARDO VARGAS ZEC,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,ELEUTERIO RAMIREZ 120,Del Biobío,Yumbel,2439590,Sin información
18028,COLEGIO CIUDAD EDUCATIVA,MYRIAM VICTORIA LEAL SÁNCHEZ,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,CAMINO LAS MARIPOSAS 4109,De Ñuble,Chillán,2524950,
18034,COLEGIO SOUTHERN COLLEGE,SAMUEL EUGENIO JORQUERA REYES,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,AV. PADRE HURTADO 0195,Del Biobío,Los Ángeles,2233577,
18035,COLEGIO SAN AGUSTIN,ANADELIA ROA PEDREROS,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,PADRE DIOCLES MIRANDA 032 032,De Ñuble,Quirihue,2531061,
18037,LICEO RALCO,JORGE RODRIGO ALBERTO TORO FIERRO,I Medio - IV Medio,Público,I Medio - IV Medio,AVENIDA ALTO BIO BIO 820,Del Biobío,Alto Biobío,57290760,Sin información
18042,COLEGIO WENGA CORONEL,JEANETTE ISABEL VELÁSQUEZ VALLADARES,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,CALLE BUEN RETIRO YOBILO 0957,Del Biobío,Coronel,2869049,
18049,COLEGIO ADVENTISTA DE CONCEPCION,NELSON ELIEZER ROJAS RODRÍGUEZ,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,MONSEÑOR ALARCON 491,Del Biobío,Talcahuano,2791200,
18050,COLEGIO LA FUENTE,JEANNETTE MAGALY GARRIDO GONZÁLEZ,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,"CAMINO CERRO COLORADO KM. 0,5 0.5",Del Biobío,Los Ángeles,2363025,
18065,ESCUELA NUEVA REPUBLICA,GUISELA VIOLETA MALVA OLAVE PARRA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,ONAS 451,Del Biobío,Hualqui,3049114,
18066,COLEGIO AURORA DE CHILE SUR,MARCELA ALEJANDRA SALAZAR MARTÍNEZ,7º Básico - IV Medio,Particular subvencionado,7º Básico - IV Medio,AVENIDA MANUEL RODRIGUEZ 1249,Del Biobío,Chiguayante,2352020,
18069,CENTRO INTEGRAL DE EDUCACIÓN HIGH SCOPE LIMITADA,ANA MARÍA OTÁROLA CABRERA,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,CALLE COLON 8876 S/N,Del Biobío,Hualpén,2885479,
18075,COLEGIO JAHVE NISI,MARCELA ELIZABETH FERNÁNDEZ MANOSALVA,1º Básico - IV Medio,Particular subvencionado,1º Básico - IV Medio,DIAGONAL BIO-BIO 263,Del Biobío,Santa Juana,2778414,Sin información
18080,LICEO POLITECNICO CARAMPANGUE,MARIANA NANCY ARRATIA NAVARRETE,I Medio - IV Medio,Público,I Medio - IV Medio,CONDELL 80 CARAMPANGUE S/N,Del Biobío,Arauco,3059350,
18087,DINABEC COLLEGE,PAULINA ESTHER ARAYA MUÑOZ,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,DIEGO PORTALES 980,De Ñuble,San Carlos,2836670,
18090,COLEGIO SAN LORENZO,MARCELO ANDRÉS ALBORNOZ MEDEL,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,"SANTA CLARA KM. 9,4 S/N",Del Biobío,Los Ángeles,51488758,
18093,COLEGIO EL VALLE DE HUALQUI,MARÍA SOLEDAD ESPINOZA GARCÉS,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,FRESIA 196,Del Biobío,Hualqui,2780232,
18094,CHRISTIAN COLLEGE,LESLIE GISELA IVONNE OBREQUE NAVARRO,Kinder - 8º Básico,Particular subvencionado,Kinder - 8º Básico,FREIRE 689,Del Biobío,Hualqui,2781011,
18097,COLEGIO ALMONDALE LOMAS,PAULA EMILY NEILL NÚÑEZ,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,"AVENIDA COSTANERA ANDALIÉN, LOMAS DE SAN SEBASTIAN 336",Del Biobío,Concepción,2466611,
18099,LICEO TOMAS LAGO,ARIEL ANDRÉS CARTES MOYA,Pre-Kinder - IV Medio,Público,Pre-Kinder - IV Medio,SERRANO 1212 S/N,De Ñuble,Chillán Viejo,269512,Sin información
18102,COLEGIO PAULO FREIRE,ANDREA SOLEDAD VENEGAS MIRANDA,Pre-Kinder - 6º Básico,Particular subvencionado,Pre-Kinder - 6º Básico,MICHIMALONCO 3855 3855,Del Biobío,San Pedro De La Paz,3213450,Sin información
18111,COMPLEJO EDUCACIONAL GLORIA MENDEZ BRIONES,LUIS RODOLFINO RODRÍGUEZ CUADRA,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,ROBERTO OVALLE 99,Del Biobío,Penco,3185703,
18112,LICEO BICENTENARIO INES ENRIQUEZ FRODDEN,RAFAEL ENRIQUE MORENO ESPINOZA,Pre-Kinder - IV Medio,Público,Pre-Kinder - IV Medio,"SARGENTO ALDEA 1099, FLORIDA 1099",Del Biobío,Florida,2858347,
18114,COLEGIO A-LAFKEN,MARISSA ADRIANA YÁÑEZ FERNÁNDEZ,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,CRUZ 10,Del Biobío,Penco,3132845,Sin información
18123,COLEGIO Y ESCUELA DE LENGUAJE CENTRO EDUCACIONAL PEUMAYEN,NATALIA CRISTINA TORRES MARTÍNEZ,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,BEETHOVEN VILLA ALEMANA 62,Del Biobío,Cabrero,432650420,Sin información
18124,COLEGIO SANTA TERESITA,HANS ALEXIS AGUAYO BUSTOS,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,CAMINO EL ROBLE KM 4 S/N,De Ñuble,Coelemu,2511684,
18126,COLEGIO PORVENIR SCHOOL,JESSICA ALEJANDRA MÉNDEZ SALGADO,1º Básico - III Medio,Particular subvencionado,1º Básico - III Medio,PORVENIR 787,Del Biobío,Chiguayante,2365061,
18127,CENTRO EDUCACIONAL ALBORADA,LORENA DEL CARMEN SALGADO MONTERO,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,MEMBRILLAR 656,Del Biobío,Penco,2451646,Sin información
18128,COLEGIO SANTO TOMÁS,LORENA XIMENA ROA SAN MARTÍN,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,O`HIGGINS 756,Del Biobío,Los Ángeles,2545051,
18147,COLEGIO EDUCA BIOBÍO,JORGE EDUARDO ROBLEDO SALAZAR,1º Básico - 8º Básico,Particular subvencionado,1º Básico - 8º Básico,TUCAPEL 1015,Del Biobío,San Pedro De La Paz,2827473,
18149,COLEGIO RUCALHUE,ANGELA MACARENA CÁCERES SANDOVAL,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,"AVENIDA RUCALHUE 780, PARQUE RESIDENCIAL BIOBIO 780",Del Biobío,Hualpén,2471358,
18158,COLEGIO LICAN RAY,GRICEL ENILDE JORQUERA LEPE,Pre-Kinder - 4º Básico,Particular subvencionado,Pre-Kinder - 4º Básico,TUCAPEL SOL DEL PACIFICO MICHAIHUE 880,Del Biobío,San Pedro De La Paz,2394424,
18170,COLEGIO MONTE ÁGUILA COLLEGE,PEDRO DAMIÁN TORRES MENDOZA,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,"LOS NARDOS N° 15, VILLA LA MERCED, MONTE ÁGUILA 15",Del Biobío,Cabrero,2895167,
18172,COLEGIO AMANECER TALCAHUANO,VIVIANA MERCEDES ESCOBAR TORRES,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,CALLE CLAUDIO GAY ORIENTE Nº 4511 SAN MARCOS 2000 4511,Del Biobío,Talcahuano,2596304,
18181,INSTITUTO HUMANIDADES MONSEÑOR JOSE MANUEL SANTO ASCARZA,MÓNICA ELIZABETH PEREIRA THIELE,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,AV. MANUEL RODRÍGUEZ 2340,Del Biobío,Chiguayante,2357619,
18184,COLEGIO BORDERIO,PATRICIA JOHANA DEL CARMEN TORRES GÁLVEZ,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,AVENIDA MATTA 150,Del Biobío,Mulchén,2562431,Sin información
18199,COLEGIO QUILLÓN,MAYQUEL FRANKO JUAN ORTEGA ESPINOZA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,JOSÉ MIGUEL CARRERA 315,De Ñuble,Quillón,2878527,
18203,ESCUELA ESPECIAL DE LENGUAJE KIMALU,JAVIERA ANDREA TORRICO SANHUEZA,1º Básico - 5º Básico,Particular subvencionado,1º Básico - 5º Básico,CALLE PRINCIPAL 208 SECTOR COSMITO 208,Del Biobío,Penco,2128720,Sin información
18216,COLEGIO AMANECER,MARCELA ALEJANDRA VÁSQUEZ OYANEDER,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,ARTURO PRAT 469,De Ñuble,Bulnes,2630437,Sin información
18218,COLEGIO NUEVOS HORIZONTES,CARLA TERESA CHANDÍA HERNÁNDEZ,Pre-Kinder - IV Medio,Público,Pre-Kinder - IV Medio,GALVARINO SAN PEDRO DE LA COSTA 3446,Del Biobío,San Pedro De La Paz,3395750,
18220,COLEGIO BICENTENARIO NUEVA ESPERANZA DE YUNGAY,MANUEL ERNESTO HERRERA VALERIA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,IGNACIO CARRERA PINTO 184,De Ñuble,Yungay,2681290,
18223,COLEGIO EL FARO,CÉSAR ELIUD TORRES PIZARRO,1º Básico - 8º Básico,Particular subvencionado,1º Básico - 8º Básico,"BALDOMERO SANCHEZ 257, POBLACION PEDRO DEL RIO ZAÑARTU . 257",Del Biobío,Concepción,2238495,
18234,COLEGIO ALTAZOR,LUIS RAMÓN LUHR SILVA,Pre-Kinder - 6º Básico,Particular subvencionado,Pre-Kinder - 6º Básico,O`HIGGINS 294 294,Del Biobío,Antuco,89394282,
18237,COLEGIO AMANECER SAN CARLOS,MARÍA TERESA CONCHA ORTÚZAR,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,AVDA. PORTAL DE SAN PEDRO 7370,Del Biobío,San Pedro De La Paz,2858196,
18247,COLEGIO SAN NICOLÁS,CARMEN GLORIA VILLARROEL ROSALES,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,AVENIDA INGACIO DE COLLAO 590,Del Biobío,Concepción,2799247,
18249,COLEGIO INSTITUTO CRISTIANO GRACIA Y PAZ,ULISES JACOB FLORES MARTIN,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,CAMINO A CERRO COLORADO 1560,Del Biobío,Los Ángeles,2362438,
18251,COLEGIO ALTURAS DE CHILLÁN,HÉCTOR GUILLERMO VERGARA VILLEGAS,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,ANDRES BELLO 1184,De Ñuble,Chillán,2834385,
19902,ESCUELA ANEXA DE PELEHUITO,CARLOS PATRICIO ZAMBRANO PORMA,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,PELEHUITO S/N,De La Araucanía,Los Sauces,783151,Sin información
19906,LICEO BICENTENARIO POLITECNICO EMA ESPINOZA CORREA,PATRICIO MARCELO MATUS YÁÑEZ,7º Básico - IV Medio,Público,7º Básico - IV Medio,SAN PATRICIO 500,De La Araucanía,Lautaro,2531347,
19910,ESCUELA PARTICULAR SAN LORENZO,SILVIA INÉS ANIÑIR CURIVIL,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,"SECTOR PIUCHEN ALTO, CAMINO CHOL CHOL HUAMQUI, KM! S/N",De La Araucanía,Cholchol,74033729,
19911,ESCUELA PARTICULAR BOLLILCO,MARÍA MERCEDES ANIÑIR CURIVIL,1º Básico - 8º Básico,Particular subvencionado,1º Básico - 8º Básico,BOLLILCO CHICO S/N,De La Araucanía,Nueva Imperial,78223489,Sin información
19912,ESC. BASICA CRUZ DEL SUR,PATRICIA ALEJANDRA JARA MENDOZA,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,SECTOR CRUZ DEL SUR S/N,De La Araucanía,Vilcún,2921352,Sin información
19913,LICEO BICENTENARIO LOS SAUCES,FREDDY EDMUNDO BADILLA VALLEJOS,I Medio - IV Medio,Público,I Medio - IV Medio,ANIBAL PINTO 963 / SIN PLAN CONTINGENCIA/2017 FOLIO3 MALLECO 963,De La Araucanía,Los Sauces,66990763,
19919,ESCUELA PARTICULAR APOCALIPSIS,JUAN ANTONIO HIDALGO CURRIÑIR,1º Básico - 6º Básico,Particular subvencionado,1º Básico - 6º Básico,CAMINO A CATRIPULLI KM. 7 QUILLEM BAJO S/N,De La Araucanía,Carahue,53744818,Sin información
19921,INSTITUTO CAMILO HENRIQUEZ,ROSA MARÍA ZERENE APARA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,AVENIDA PEDRO DE VALDIVIA 0100,De La Araucanía,Villarrica,2411300,
19922,ESCUELA PARTICULAR ANTUMALAL,NALDA ELVIRA AGUILERA VÉLIZ,1º Básico - 8º Básico,Particular subvencionado,1º Básico - 8º Básico,CHOL-CHOL 624,De La Araucanía,Lautaro,2535506,Sin información
19923,ESCUELA NRO 15 AMI,JAIME GERARDO SÁEZ CASTRO,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,MALVOA 920,De La Araucanía,Temuco,2647490,Sin información
19925,LICEO PARTICULAR COMERCIAL CARAHUE,ROSSANA DELIA CASTAGNOLI LEONELLI,7º Básico - IV Medio,Particular subvencionado,7º Básico - IV Medio,VILLAGRAN 470,De La Araucanía,Carahue,2887469,
19927,ESCUELA BASICA VOLCAN LLAIMA,MARIOLY MONTSERRAT GONZÁLEZ URRUTIA,Pre-Kinder - 8º Básico,Público,Pre-Kinder - 8º Básico,DIEGO BARROS ARANA 128,De La Araucanía,Melipeuco,581018,Sin información
19928,ESCUELA PARTICULAR SAN IGNACIO,JOCELYN ANDREA SILVA BOCCA,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,SECTOR LOS PLACERES S/N,De La Araucanía,Carahue,26512333,Sin información
19930,ESC. PART. BASICA COMUN BOLIL,GISELA LISSET QUEZADA SAAVEDRA,1º Básico - 6º Básico,Particular subvencionado,1º Básico - 6º Básico,IMPERIAL BARROS ARANA KM.23 S/N,De La Araucanía,Teodoro Schmidt,612153,Sin información
19934,ESCUELA PARTICULAR EL DESPERTAR,ALEX RODRIGO BRAVO CARRASCO,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,SECTOR MARIAÑIN S/N,De La Araucanía,Padre Las Casas,93445208,Sin información
19947,ESCUELA LAURA VICUNA,SERGIO FERNANDO MUÑOZ COFRÉ,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,LAGO RANCO 2030,De La Araucanía,Villarrica,91656433,
19949,ESCUELA PARTICULAR SANTA OLGA,ISAAC WASHINGTON TORO TORO,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,MACHACO GRANDE S/N,De La Araucanía,Carahue,600286,Sin información
19950,ESCUELA PARTICULAR SAN ANDRES,MARÍA ISABEL LUCAS MORÁN,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,CALAMA 316,De La Araucanía,Curacautín,2882847,
19952,COLEGIO ANGOL,YOSELYN ALEJANDRA TRONCOSO RIVERA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,NUEVA RANCAGUA 0149 0149,De La Araucanía,Angol,2716711,
19953,ESCUELA BILINGUE AMUL KEWUN,EMILIO CAYUQUEO MILLÁN,1º Básico - IV Medio,Particular subvencionado,1º Básico - IV Medio,CAMINO A CARAHUE KM. 2 S/N,De La Araucanía,Nueva Imperial,50121641,Sin información
19954,"COLEGIO ESPECIAL DE TRASTORNOS DE LA COMUNICACION ORAL Nº 34, DOCKSTA",VERÓNICA ROSA RIQUELME MUÑOZ,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,DIEGO PORTALES 387,De La Araucanía,Carahue,2651783,Sin información
19958,ESCUELA PARTICULAR QUINQUEN,SANDRA ADILA BUSTOS SANHUEZA,1º Básico - 6º Básico,Particular subvencionado,1º Básico - 6º Básico,COMUNIDAD INDIGENA QUINQUEN S/N,De La Araucanía,Lonquimay,0685639,Sin información
19959,COLEGIO JUAN XXIII,WELLINGTON MARIO SOTO MORALES,I Medio - IV Medio,Particular subvencionado,I Medio - IV Medio,GRAL. LAGOS 451,De La Araucanía,Temuco,2212489,Sin información
19960,COLEGIO ANTUMALEN,MARCELA ANDREA SEGUEL CID,Pre-Kinder - 2º Básico,Particular subvencionado,Pre-Kinder - 2º Básico,VICUNA MACKENNA 029,De La Araucanía,Temuco,2316029,
19965,ESCUELA PARTICULAR TERESA DE LOS ANDES,GINA ROSANA ZAPATEL URRA,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,INDEPENDENCIA 334 334,De La Araucanía,Los Sauces,783946,Sin información
19968,COLEGIO ADVENTISTA DE PITRUFQUEN,PEDRO RICHARD COFRÉ CRUCES,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,BARROS ARANA 959 959,De La Araucanía,Pitrufquén,599301,
19972,MOZART SCHOOL,CARMEN LILIAN VALLEJOS INOSTROZA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,AVENIDA OHIGGINS 2165,De La Araucanía,Angol,2812631,
19973,ESCUELA ESPECIAL HABLAARTE,MARCO ANTONIO ESCALONA GATICA,Pre-Kinder - 6º Básico,Particular subvencionado,Pre-Kinder - 6º Básico,VALPARAISO 725,De La Araucanía,Temuco,2440010,Sin información
19974,COMPLEJO EDUCACIONAL LA FRONTERA,ANA LUISA CORREA MUÑOZ,I Medio - IV Medio,Particular subvencionado,I Medio - IV Medio,AV. PEDRO DE VALDIVIA 03595 S/N,De La Araucanía,Temuco,2347718,
19976,ESCUELA RADALCO,ULISES ARTURO SANDOVAL GAMONAL,1º Básico - 6º Básico,Público,1º Básico - 6º Básico,SECTOR RADALCO S/N S/N,De La Araucanía,Curacautín,64725435,Sin información
19981,COLEGIO NUEVA CONCEPCION,MARÍA EUGENIA NAVARRO CIFUENTES,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,"PORVENIR, PASAJE 1 750",De La Araucanía,Temuco,320333,
19983,ESCUELA BASICA PARTICULAR EMPRENDER,ROSITA DANIT ERICES CASTRO,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,MILANO 02025,De La Araucanía,Temuco,2253317,
19996,ESCUELA NUEVA MENETUE,CARMEN SOLEDAD ARAVENA BUSTOS,1º Básico - 6º Básico,Particular subvencionado,1º Básico - 6º Básico,CAMINO VILLARRICA A PUCON KM. 9 LEFÚN S/N,De La Araucanía,Villarrica,7589122,Sin información
19999,ESCUELA PARTICULAR GALLETUE,CAMILO ESTEBAN MEDINA CARTES,1º Básico - 6º Básico,Particular subvencionado,1º Básico - 6º Básico,SECTOR GALLETUE (LONQUIMAY CAMINO ICALMA KILOMETRO 65) S/N,De La Araucanía,Lonquimay,78648625,Sin información
20008,COLEGIO EL LABRADOR,MAURICIO GONZALO HENRÍQUEZ MESA,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,PORTALES 1021,De La Araucanía,Victoria,2843560,
20010,ESCUELA ENRIQUE TENORIO FUENTES,ELADIA ISABEL SALAS QUEZADA,1º Básico - 6º Básico,Particular subvencionado,1º Básico - 6º Básico,RIQUELME 228 18,De La Araucanía,Nueva Imperial,67778812,Sin información
20015,ESC.PART.SAN FRANCISCO DE COIHUE,RUFINA QUIÑELÉN QUINTRIQUEO,1º Básico - 6º Básico,Particular subvencionado,1º Básico - 6º Básico,CASILLA 43 NVA IMPERIAL S/N,De La Araucanía,Teodoro Schmidt,,Sin información
20016,COLEGIO DE APLICACION,NOELIA SUSANA CABRERA MARTÍNEZ,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,CODPA 02220,De La Araucanía,Temuco,2349430,
20019,SUN FLOWER SCHOOL,SAIDA DEL CARMEN SILVA LILLO,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,3 NORTE 220 S/N,De La Araucanía,Temuco,322381,
20024,ESCUELA PARTICULAR HUENTE,EDITH ABIGAIL ÁVILA GONZÁLEZ,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,(CORRSPONDENCIA A CASILLA 74 CARAHUE) UBICACIONDE LA ESCUELA:SECTOR HUENTE 20 KM DE HULAPIN HACIA LA COSTA S/N,De La Araucanía,Teodoro Schmidt,75717628,Sin información
20026,ESCUELA MAPU- LAFKEN,ELBA DEL CARMEN CARIQUEO CATRILAF,1º Básico - 8º Básico,Particular subvencionado,1º Básico - 8º Básico,CHOMIO KM. 4 S/N,De La Araucanía,Carahue,89783614,Sin información
20027,ESCUELA HUERTOS MINEROS,CAROLINA ELIZABETH FONSECA MERCADO,1º Básico - 6º Básico,Particular subvencionado,1º Básico - 6º Básico,SANTA CELIA CAMINO SANTA CELIA HUERTOS MINEROS KM 9. S/N,De La Araucanía,Carahue,93384814,Sin información
20029,ESCUELA SANTA VICTORIA,ROXANA NATALY COLLÍO HUENCHULEO,1º Básico - 8º Básico,Particular subvencionado,1º Básico - 8º Básico,SECTOR LLOLLETUE S/N,De La Araucanía,Galvarino,0000,Sin información
20033,COLEGIO CUMBRES DEL BUDI,HERNÁN ARIEL TURRIETA CAYUPIL,Pre-Kinder - 8º Básico,Particular subvencionado,Pre-Kinder - 8º Básico,CARLOS CONDEL/PLAN CONTINGENCIA REX 0422/01.4.2022 382,De La Araucanía,Saavedra,86631128,Sin información
20037,LICEO COMERCIAL DEL DESARROLLO,RAÚL HÉCTOR BELLO CABELLO,I Medio - IV Medio,Particular subvencionado,I Medio - IV Medio,MANTUA 1896,De La Araucanía,Temuco,2550800,
20041,ESCUELA PARTICULAR CLAUDIO ARRAU,ANGÉLICA MARÍA PAREDES MONTECINOS,Pre-Kinder - IV Medio,Particular subvencionado,Pre-Kinder - IV Medio,KM 2 VILLARRICA -LICANRAY S/N,De La Araucanía,Villarrica,,
